retain,move,depth,query
1938,12692,3,UPDATE ovc_care_health SET facility_id=1938 WHERE facility_id=12692;
1938,21952,3,UPDATE ovc_care_health SET facility_id=1938 WHERE facility_id=21952;
71,21798,2,UPDATE ovc_care_health SET facility_id=71 WHERE facility_id=21798;
7161,17517,2,UPDATE ovc_care_health SET facility_id=7161 WHERE facility_id=17517;
2895,13774,3,UPDATE ovc_care_health SET facility_id=2895 WHERE facility_id=13774;
2895,18931,3,UPDATE ovc_care_health SET facility_id=2895 WHERE facility_id=18931;
1281,20921,2,UPDATE ovc_care_health SET facility_id=1281 WHERE facility_id=20921;
1992,11664,3,UPDATE ovc_care_health SET facility_id=1992 WHERE facility_id=11664;
1992,21157,3,UPDATE ovc_care_health SET facility_id=1992 WHERE facility_id=21157;
4408,11402,3,UPDATE ovc_care_health SET facility_id=4408 WHERE facility_id=11402;
4408,20924,3,UPDATE ovc_care_health SET facility_id=4408 WHERE facility_id=20924;
1736,13513,3,UPDATE ovc_care_health SET facility_id=1736 WHERE facility_id=13513;
1736,23028,3,UPDATE ovc_care_health SET facility_id=1736 WHERE facility_id=23028;
3491,10333,3,UPDATE ovc_care_health SET facility_id=3491 WHERE facility_id=10333;
3491,23420,3,UPDATE ovc_care_health SET facility_id=3491 WHERE facility_id=23420;
2923,11255,3,UPDATE ovc_care_health SET facility_id=2923 WHERE facility_id=11255;
2923,20745,3,UPDATE ovc_care_health SET facility_id=2923 WHERE facility_id=20745;
8595,9725,3,UPDATE ovc_care_health SET facility_id=8595 WHERE facility_id=9725;
8595,18547,3,UPDATE ovc_care_health SET facility_id=8595 WHERE facility_id=18547;
7273,15247,2,UPDATE ovc_care_health SET facility_id=7273 WHERE facility_id=15247;
7995,11758,3,UPDATE ovc_care_health SET facility_id=7995 WHERE facility_id=11758;
7995,21272,3,UPDATE ovc_care_health SET facility_id=7995 WHERE facility_id=21272;
8099,16089,2,UPDATE ovc_care_health SET facility_id=8099 WHERE facility_id=16089;
2249,23564,2,UPDATE ovc_care_health SET facility_id=2249 WHERE facility_id=23564;
8140,20662,2,UPDATE ovc_care_health SET facility_id=8140 WHERE facility_id=20662;
4349,24233,2,UPDATE ovc_care_health SET facility_id=4349 WHERE facility_id=24233;
1957,12390,3,UPDATE ovc_care_health SET facility_id=1957 WHERE facility_id=12390;
1957,21695,3,UPDATE ovc_care_health SET facility_id=1957 WHERE facility_id=21695;
8825,10231,3,UPDATE ovc_care_health SET facility_id=8825 WHERE facility_id=10231;
8825,23150,3,UPDATE ovc_care_health SET facility_id=8825 WHERE facility_id=23150;
8645,12397,3,UPDATE ovc_care_health SET facility_id=8645 WHERE facility_id=12397;
8645,21701,3,UPDATE ovc_care_health SET facility_id=8645 WHERE facility_id=21701;
8179,11728,3,UPDATE ovc_care_health SET facility_id=8179 WHERE facility_id=11728;
8179,21234,3,UPDATE ovc_care_health SET facility_id=8179 WHERE facility_id=21234;
727,11641,3,UPDATE ovc_care_health SET facility_id=727 WHERE facility_id=11641;
727,21137,3,UPDATE ovc_care_health SET facility_id=727 WHERE facility_id=21137;
7982,11471,3,UPDATE ovc_care_health SET facility_id=7982 WHERE facility_id=11471;
7982,20983,3,UPDATE ovc_care_health SET facility_id=7982 WHERE facility_id=20983;
3429,10784,3,UPDATE ovc_care_health SET facility_id=3429 WHERE facility_id=10784;
3429,20131,3,UPDATE ovc_care_health SET facility_id=3429 WHERE facility_id=20131;
1991,11703,3,UPDATE ovc_care_health SET facility_id=1991 WHERE facility_id=11703;
1991,21201,3,UPDATE ovc_care_health SET facility_id=1991 WHERE facility_id=21201;
5610,19448,2,UPDATE ovc_care_health SET facility_id=5610 WHERE facility_id=19448;
5422,11065,3,UPDATE ovc_care_health SET facility_id=5422 WHERE facility_id=11065;
5422,20536,3,UPDATE ovc_care_health SET facility_id=5422 WHERE facility_id=20536;
6165,13695,3,UPDATE ovc_care_health SET facility_id=6165 WHERE facility_id=13695;
6165,18972,3,UPDATE ovc_care_health SET facility_id=6165 WHERE facility_id=18972;
1445,17785,2,UPDATE ovc_care_health SET facility_id=1445 WHERE facility_id=17785;
8708,15836,2,UPDATE ovc_care_health SET facility_id=8708 WHERE facility_id=15836;
8537,15074,2,UPDATE ovc_care_health SET facility_id=8537 WHERE facility_id=15074;
4504,20030,2,UPDATE ovc_care_health SET facility_id=4504 WHERE facility_id=20030;
12633,22427,2,UPDATE ovc_care_health SET facility_id=12633 WHERE facility_id=22427;
3576,12985,3,UPDATE ovc_care_health SET facility_id=3576 WHERE facility_id=12985;
3576,22698,3,UPDATE ovc_care_health SET facility_id=3576 WHERE facility_id=22698;
6931,12310,3,UPDATE ovc_care_health SET facility_id=6931 WHERE facility_id=12310;
6931,21632,3,UPDATE ovc_care_health SET facility_id=6931 WHERE facility_id=21632;
6168,13629,3,UPDATE ovc_care_health SET facility_id=6168 WHERE facility_id=13629;
6168,18980,3,UPDATE ovc_care_health SET facility_id=6168 WHERE facility_id=18980;
1259,10327,3,UPDATE ovc_care_health SET facility_id=1259 WHERE facility_id=10327;
1259,23280,3,UPDATE ovc_care_health SET facility_id=1259 WHERE facility_id=23280;
5507,15613,2,UPDATE ovc_care_health SET facility_id=5507 WHERE facility_id=15613;
8619,11500,3,UPDATE ovc_care_health SET facility_id=8619 WHERE facility_id=11500;
8619,21015,3,UPDATE ovc_care_health SET facility_id=8619 WHERE facility_id=21015;
4546,13677,3,UPDATE ovc_care_health SET facility_id=4546 WHERE facility_id=13677;
4546,19145,3,UPDATE ovc_care_health SET facility_id=4546 WHERE facility_id=19145;
4574,10606,3,UPDATE ovc_care_health SET facility_id=4574 WHERE facility_id=10606;
4574,19655,3,UPDATE ovc_care_health SET facility_id=4574 WHERE facility_id=19655;
2691,18376,2,UPDATE ovc_care_health SET facility_id=2691 WHERE facility_id=18376;
4565,10356,3,UPDATE ovc_care_health SET facility_id=4565 WHERE facility_id=10356;
4565,23611,3,UPDATE ovc_care_health SET facility_id=4565 WHERE facility_id=23611;
2081,15878,2,UPDATE ovc_care_health SET facility_id=2081 WHERE facility_id=15878;
6019,9221,3,UPDATE ovc_care_health SET facility_id=6019 WHERE facility_id=9221;
6019,16963,3,UPDATE ovc_care_health SET facility_id=6019 WHERE facility_id=16963;
6502,16046,2,UPDATE ovc_care_health SET facility_id=6502 WHERE facility_id=16046;
4181,10873,3,UPDATE ovc_care_health SET facility_id=4181 WHERE facility_id=10873;
4181,20266,3,UPDATE ovc_care_health SET facility_id=4181 WHERE facility_id=20266;
2054,15443,2,UPDATE ovc_care_health SET facility_id=2054 WHERE facility_id=15443;
12786,22549,2,UPDATE ovc_care_health SET facility_id=12786 WHERE facility_id=22549;
2048,15308,2,UPDATE ovc_care_health SET facility_id=2048 WHERE facility_id=15308;
100,11354,3,UPDATE ovc_care_health SET facility_id=100 WHERE facility_id=11354;
100,20848,3,UPDATE ovc_care_health SET facility_id=100 WHERE facility_id=20848;
1947,12541,3,UPDATE ovc_care_health SET facility_id=1947 WHERE facility_id=12541;
1947,21785,3,UPDATE ovc_care_health SET facility_id=1947 WHERE facility_id=21785;
3681,3833,4,UPDATE ovc_care_health SET facility_id=3681 WHERE facility_id=3833;
3681,13174,4,UPDATE ovc_care_health SET facility_id=3681 WHERE facility_id=13174;
3681,22591,4,UPDATE ovc_care_health SET facility_id=3681 WHERE facility_id=22591;
1308,19931,2,UPDATE ovc_care_health SET facility_id=1308 WHERE facility_id=19931;
2298,21053,2,UPDATE ovc_care_health SET facility_id=2298 WHERE facility_id=21053;
12445,22295,2,UPDATE ovc_care_health SET facility_id=12445 WHERE facility_id=22295;
2457,15648,2,UPDATE ovc_care_health SET facility_id=2457 WHERE facility_id=15648;
2546,9910,3,UPDATE ovc_care_health SET facility_id=2546 WHERE facility_id=9910;
2546,18835,3,UPDATE ovc_care_health SET facility_id=2546 WHERE facility_id=18835;
13664,19133,2,UPDATE ovc_care_health SET facility_id=13664 WHERE facility_id=19133;
4004,17731,2,UPDATE ovc_care_health SET facility_id=4004 WHERE facility_id=17731;
115,18527,2,UPDATE ovc_care_health SET facility_id=115 WHERE facility_id=18527;
3120,13640,3,UPDATE ovc_care_health SET facility_id=3120 WHERE facility_id=13640;
3120,19102,3,UPDATE ovc_care_health SET facility_id=3120 WHERE facility_id=19102;
13164,22815,2,UPDATE ovc_care_health SET facility_id=13164 WHERE facility_id=22815;
5687,11764,3,UPDATE ovc_care_health SET facility_id=5687 WHERE facility_id=11764;
5687,21278,3,UPDATE ovc_care_health SET facility_id=5687 WHERE facility_id=21278;
8383,15033,2,UPDATE ovc_care_health SET facility_id=8383 WHERE facility_id=15033;
554,17761,2,UPDATE ovc_care_health SET facility_id=554 WHERE facility_id=17761;
5616,19459,2,UPDATE ovc_care_health SET facility_id=5616 WHERE facility_id=19459;
857,19890,2,UPDATE ovc_care_health SET facility_id=857 WHERE facility_id=19890;
573,24042,2,UPDATE ovc_care_health SET facility_id=573 WHERE facility_id=24042;
2799,23072,2,UPDATE ovc_care_health SET facility_id=2799 WHERE facility_id=23072;
6279,10388,3,UPDATE ovc_care_health SET facility_id=6279 WHERE facility_id=10388;
6279,23918,3,UPDATE ovc_care_health SET facility_id=6279 WHERE facility_id=23918;
1171,20360,2,UPDATE ovc_care_health SET facility_id=1171 WHERE facility_id=20360;
62,22025,2,UPDATE ovc_care_health SET facility_id=62 WHERE facility_id=22025;
3709,3803,4,UPDATE ovc_care_health SET facility_id=3709 WHERE facility_id=3803;
3709,11659,4,UPDATE ovc_care_health SET facility_id=3709 WHERE facility_id=11659;
3709,21153,4,UPDATE ovc_care_health SET facility_id=3709 WHERE facility_id=21153;
2828,23805,2,UPDATE ovc_care_health SET facility_id=2828 WHERE facility_id=23805;
6604,18367,2,UPDATE ovc_care_health SET facility_id=6604 WHERE facility_id=18367;
3939,16007,2,UPDATE ovc_care_health SET facility_id=3939 WHERE facility_id=16007;
4971,11089,3,UPDATE ovc_care_health SET facility_id=4971 WHERE facility_id=11089;
4971,20559,3,UPDATE ovc_care_health SET facility_id=4971 WHERE facility_id=20559;
12888,22624,2,UPDATE ovc_care_health SET facility_id=12888 WHERE facility_id=22624;
7175,13791,3,UPDATE ovc_care_health SET facility_id=7175 WHERE facility_id=13791;
7175,18909,3,UPDATE ovc_care_health SET facility_id=7175 WHERE facility_id=18909;
4272,17354,2,UPDATE ovc_care_health SET facility_id=4272 WHERE facility_id=17354;
1331,15294,2,UPDATE ovc_care_health SET facility_id=1331 WHERE facility_id=15294;
4360,20060,2,UPDATE ovc_care_health SET facility_id=4360 WHERE facility_id=20060;
7483,17823,2,UPDATE ovc_care_health SET facility_id=7483 WHERE facility_id=17823;
2172,9415,3,UPDATE ovc_care_health SET facility_id=2172 WHERE facility_id=9415;
2172,17595,3,UPDATE ovc_care_health SET facility_id=2172 WHERE facility_id=17595;
3478,10609,3,UPDATE ovc_care_health SET facility_id=3478 WHERE facility_id=10609;
3478,19660,3,UPDATE ovc_care_health SET facility_id=3478 WHERE facility_id=19660;
2088,16014,2,UPDATE ovc_care_health SET facility_id=2088 WHERE facility_id=16014;
4601,13686,3,UPDATE ovc_care_health SET facility_id=4601 WHERE facility_id=13686;
4601,19158,3,UPDATE ovc_care_health SET facility_id=4601 WHERE facility_id=19158;
3065,17316,2,UPDATE ovc_care_health SET facility_id=3065 WHERE facility_id=17316;
4165,11785,3,UPDATE ovc_care_health SET facility_id=4165 WHERE facility_id=11785;
4165,21296,3,UPDATE ovc_care_health SET facility_id=4165 WHERE facility_id=21296;
3316,9825,3,UPDATE ovc_care_health SET facility_id=3316 WHERE facility_id=9825;
3316,18658,3,UPDATE ovc_care_health SET facility_id=3316 WHERE facility_id=18658;
7468,16713,2,UPDATE ovc_care_health SET facility_id=7468 WHERE facility_id=16713;
1780,13166,3,UPDATE ovc_care_health SET facility_id=1780 WHERE facility_id=13166;
1780,22564,3,UPDATE ovc_care_health SET facility_id=1780 WHERE facility_id=22564;
4705,17159,2,UPDATE ovc_care_health SET facility_id=4705 WHERE facility_id=17159;
5846,9140,3,UPDATE ovc_care_health SET facility_id=5846 WHERE facility_id=9140;
5846,16704,3,UPDATE ovc_care_health SET facility_id=5846 WHERE facility_id=16704;
3848,12891,3,UPDATE ovc_care_health SET facility_id=3848 WHERE facility_id=12891;
3848,22626,3,UPDATE ovc_care_health SET facility_id=3848 WHERE facility_id=22626;
421,18902,2,UPDATE ovc_care_health SET facility_id=421 WHERE facility_id=18902;
704,12200,3,UPDATE ovc_care_health SET facility_id=704 WHERE facility_id=12200;
704,21548,3,UPDATE ovc_care_health SET facility_id=704 WHERE facility_id=21548;
3620,23314,2,UPDATE ovc_care_health SET facility_id=3620 WHERE facility_id=23314;
12775,22543,2,UPDATE ovc_care_health SET facility_id=12775 WHERE facility_id=22543;
3864,20170,2,UPDATE ovc_care_health SET facility_id=3864 WHERE facility_id=20170;
4725,17309,2,UPDATE ovc_care_health SET facility_id=4725 WHERE facility_id=17309;
1365,16235,2,UPDATE ovc_care_health SET facility_id=1365 WHERE facility_id=16235;
6249,23421,2,UPDATE ovc_care_health SET facility_id=6249 WHERE facility_id=23421;
2310,10883,3,UPDATE ovc_care_health SET facility_id=2310 WHERE facility_id=10883;
2310,20281,3,UPDATE ovc_care_health SET facility_id=2310 WHERE facility_id=20281;
4079,19635,2,UPDATE ovc_care_health SET facility_id=4079 WHERE facility_id=19635;
401,17852,2,UPDATE ovc_care_health SET facility_id=401 WHERE facility_id=17852;
3957,9231,3,UPDATE ovc_care_health SET facility_id=3957 WHERE facility_id=9231;
3957,16971,3,UPDATE ovc_care_health SET facility_id=3957 WHERE facility_id=16971;
3502,10177,3,UPDATE ovc_care_health SET facility_id=3502 WHERE facility_id=10177;
3502,23276,3,UPDATE ovc_care_health SET facility_id=3502 WHERE facility_id=23276;
2020,11530,3,UPDATE ovc_care_health SET facility_id=2020 WHERE facility_id=11530;
2020,21045,3,UPDATE ovc_care_health SET facility_id=2020 WHERE facility_id=21045;
3546,10096,3,UPDATE ovc_care_health SET facility_id=3546 WHERE facility_id=10096;
3546,23662,3,UPDATE ovc_care_health SET facility_id=3546 WHERE facility_id=23662;
650,11469,3,UPDATE ovc_care_health SET facility_id=650 WHERE facility_id=11469;
650,20981,3,UPDATE ovc_care_health SET facility_id=650 WHERE facility_id=20981;
7925,10967,3,UPDATE ovc_care_health SET facility_id=7925 WHERE facility_id=10967;
7925,20423,3,UPDATE ovc_care_health SET facility_id=7925 WHERE facility_id=20423;
5499,15251,2,UPDATE ovc_care_health SET facility_id=5499 WHERE facility_id=15251;
8107,15375,2,UPDATE ovc_care_health SET facility_id=8107 WHERE facility_id=15375;
7222,19939,2,UPDATE ovc_care_health SET facility_id=7222 WHERE facility_id=19939;
2061,15634,2,UPDATE ovc_care_health SET facility_id=2061 WHERE facility_id=15634;
1320,14984,2,UPDATE ovc_care_health SET facility_id=1320 WHERE facility_id=14984;
579,23467,2,UPDATE ovc_care_health SET facility_id=579 WHERE facility_id=23467;
748,9009,3,UPDATE ovc_care_health SET facility_id=748 WHERE facility_id=9009;
748,15537,3,UPDATE ovc_care_health SET facility_id=748 WHERE facility_id=15537;
5103,18027,2,UPDATE ovc_care_health SET facility_id=5103 WHERE facility_id=18027;
7814,17661,2,UPDATE ovc_care_health SET facility_id=7814 WHERE facility_id=17661;
6983,13030,3,UPDATE ovc_care_health SET facility_id=6983 WHERE facility_id=13030;
6983,22414,3,UPDATE ovc_care_health SET facility_id=6983 WHERE facility_id=22414;
3659,3766,3,UPDATE ovc_care_health SET facility_id=3659 WHERE facility_id=3766;
3659,23767,3,UPDATE ovc_care_health SET facility_id=3659 WHERE facility_id=23767;
6100,17691,2,UPDATE ovc_care_health SET facility_id=6100 WHERE facility_id=17691;
9990,19315,2,UPDATE ovc_care_health SET facility_id=9990 WHERE facility_id=19315;
7584,23633,2,UPDATE ovc_care_health SET facility_id=7584 WHERE facility_id=23633;
4525,9188,2,UPDATE ovc_care_health SET facility_id=4525 WHERE facility_id=9188;
2999,10323,3,UPDATE ovc_care_health SET facility_id=2999 WHERE facility_id=10323;
2999,23227,3,UPDATE ovc_care_health SET facility_id=2999 WHERE facility_id=23227;
8384,15050,2,UPDATE ovc_care_health SET facility_id=8384 WHERE facility_id=15050;
2260,23483,2,UPDATE ovc_care_health SET facility_id=2260 WHERE facility_id=23483;
5000,23419,2,UPDATE ovc_care_health SET facility_id=5000 WHERE facility_id=23419;
4893,23430,2,UPDATE ovc_care_health SET facility_id=4893 WHERE facility_id=23430;
7768,12771,3,UPDATE ovc_care_health SET facility_id=7768 WHERE facility_id=12771;
7768,22077,3,UPDATE ovc_care_health SET facility_id=7768 WHERE facility_id=22077;
2534,9928,3,UPDATE ovc_care_health SET facility_id=2534 WHERE facility_id=9928;
2534,18816,3,UPDATE ovc_care_health SET facility_id=2534 WHERE facility_id=18816;
4967,20530,2,UPDATE ovc_care_health SET facility_id=4967 WHERE facility_id=20530;
5475,24105,2,UPDATE ovc_care_health SET facility_id=5475 WHERE facility_id=24105;
2232,9670,3,UPDATE ovc_care_health SET facility_id=2232 WHERE facility_id=9670;
2232,18480,3,UPDATE ovc_care_health SET facility_id=2232 WHERE facility_id=18480;
4688,17035,2,UPDATE ovc_care_health SET facility_id=4688 WHERE facility_id=17035;
8647,12506,3,UPDATE ovc_care_health SET facility_id=8647 WHERE facility_id=12506;
8647,21766,3,UPDATE ovc_care_health SET facility_id=8647 WHERE facility_id=21766;
208,16176,2,UPDATE ovc_care_health SET facility_id=208 WHERE facility_id=16176;
8295,16733,2,UPDATE ovc_care_health SET facility_id=8295 WHERE facility_id=16733;
3246,17030,2,UPDATE ovc_care_health SET facility_id=3246 WHERE facility_id=17030;
1382,16887,2,UPDATE ovc_care_health SET facility_id=1382 WHERE facility_id=16887;
5310,17760,2,UPDATE ovc_care_health SET facility_id=5310 WHERE facility_id=17760;
3912,15466,2,UPDATE ovc_care_health SET facility_id=3912 WHERE facility_id=15466;
2996,10402,3,UPDATE ovc_care_health SET facility_id=2996 WHERE facility_id=10402;
2996,24178,3,UPDATE ovc_care_health SET facility_id=2996 WHERE facility_id=24178;
8348,12412,3,UPDATE ovc_care_health SET facility_id=8348 WHERE facility_id=12412;
8348,21714,3,UPDATE ovc_care_health SET facility_id=8348 WHERE facility_id=21714;
1594,14947,2,UPDATE ovc_care_health SET facility_id=1594 WHERE facility_id=14947;
3229,9083,3,UPDATE ovc_care_health SET facility_id=3229 WHERE facility_id=9083;
3229,16292,3,UPDATE ovc_care_health SET facility_id=3229 WHERE facility_id=16292;
8697,19953,2,UPDATE ovc_care_health SET facility_id=8697 WHERE facility_id=19953;
2579,23846,2,UPDATE ovc_care_health SET facility_id=2579 WHERE facility_id=23846;
6710,11927,3,UPDATE ovc_care_health SET facility_id=6710 WHERE facility_id=11927;
6710,21379,3,UPDATE ovc_care_health SET facility_id=6710 WHERE facility_id=21379;
25,16188,2,UPDATE ovc_care_health SET facility_id=25 WHERE facility_id=16188;
1856,15876,2,UPDATE ovc_care_health SET facility_id=1856 WHERE facility_id=15876;
