retain,move,depth,query
1270,15888,2,UPDATE ovc_care_health SET facility_id=1270 WHERE facility_id=15888;
1831,10307,3,UPDATE ovc_care_health SET facility_id=1831 WHERE facility_id=10307;
1831,23068,3,UPDATE ovc_care_health SET facility_id=1831 WHERE facility_id=23068;
1676,18372,2,UPDATE ovc_care_health SET facility_id=1676 WHERE facility_id=18372;
7918,11125,3,UPDATE ovc_care_health SET facility_id=7918 WHERE facility_id=11125;
7918,20601,3,UPDATE ovc_care_health SET facility_id=7918 WHERE facility_id=20601;
264,12671,3,UPDATE ovc_care_health SET facility_id=264 WHERE facility_id=12671;
264,21920,3,UPDATE ovc_care_health SET facility_id=264 WHERE facility_id=21920;
1153,10142,3,UPDATE ovc_care_health SET facility_id=1153 WHERE facility_id=10142;
1153,23390,3,UPDATE ovc_care_health SET facility_id=1153 WHERE facility_id=23390;
5770,16037,2,UPDATE ovc_care_health SET facility_id=5770 WHERE facility_id=16037;
10931,20382,2,UPDATE ovc_care_health SET facility_id=10931 WHERE facility_id=20382;
33,16486,2,UPDATE ovc_care_health SET facility_id=33 WHERE facility_id=16486;
4215,15801,2,UPDATE ovc_care_health SET facility_id=4215 WHERE facility_id=15801;
599,13354,3,UPDATE ovc_care_health SET facility_id=599 WHERE facility_id=13354;
599,22823,3,UPDATE ovc_care_health SET facility_id=599 WHERE facility_id=22823;
8832,10217,3,UPDATE ovc_care_health SET facility_id=8832 WHERE facility_id=10217;
8832,23226,3,UPDATE ovc_care_health SET facility_id=8832 WHERE facility_id=23226;
6967,21947,2,UPDATE ovc_care_health SET facility_id=6967 WHERE facility_id=21947;
2851,15386,2,UPDATE ovc_care_health SET facility_id=2851 WHERE facility_id=15386;
5903,16799,2,UPDATE ovc_care_health SET facility_id=5903 WHERE facility_id=16799;
8092,15027,2,UPDATE ovc_care_health SET facility_id=8092 WHERE facility_id=15027;
5166,10570,3,UPDATE ovc_care_health SET facility_id=5166 WHERE facility_id=10570;
5166,19559,3,UPDATE ovc_care_health SET facility_id=5166 WHERE facility_id=19559;
4787,9581,3,UPDATE ovc_care_health SET facility_id=4787 WHERE facility_id=9581;
4787,18096,3,UPDATE ovc_care_health SET facility_id=4787 WHERE facility_id=18096;
1442,17744,2,UPDATE ovc_care_health SET facility_id=1442 WHERE facility_id=17744;
383,17890,2,UPDATE ovc_care_health SET facility_id=383 WHERE facility_id=17890;
5053,8993,3,UPDATE ovc_care_health SET facility_id=5053 WHERE facility_id=8993;
5053,15524,3,UPDATE ovc_care_health SET facility_id=5053 WHERE facility_id=15524;
4555,10195,3,UPDATE ovc_care_health SET facility_id=4555 WHERE facility_id=10195;
4555,23252,3,UPDATE ovc_care_health SET facility_id=4555 WHERE facility_id=23252;
4701,17134,2,UPDATE ovc_care_health SET facility_id=4701 WHERE facility_id=17134;
2985,10485,3,UPDATE ovc_care_health SET facility_id=2985 WHERE facility_id=10485;
2985,19308,3,UPDATE ovc_care_health SET facility_id=2985 WHERE facility_id=19308;
1928,12712,3,UPDATE ovc_care_health SET facility_id=1928 WHERE facility_id=12712;
1928,21997,3,UPDATE ovc_care_health SET facility_id=1928 WHERE facility_id=21997;
7261,20765,2,UPDATE ovc_care_health SET facility_id=7261 WHERE facility_id=20765;
2353,11281,3,UPDATE ovc_care_health SET facility_id=2353 WHERE facility_id=11281;
2353,20778,3,UPDATE ovc_care_health SET facility_id=2353 WHERE facility_id=20778;
11792,21837,2,UPDATE ovc_care_health SET facility_id=11792 WHERE facility_id=21837;
6416,12518,3,UPDATE ovc_care_health SET facility_id=6416 WHERE facility_id=12518;
6416,22351,3,UPDATE ovc_care_health SET facility_id=6416 WHERE facility_id=22351;
253,13101,3,UPDATE ovc_care_health SET facility_id=253 WHERE facility_id=13101;
253,22505,3,UPDATE ovc_care_health SET facility_id=253 WHERE facility_id=22505;
5428,24084,2,UPDATE ovc_care_health SET facility_id=5428 WHERE facility_id=24084;
8707,15725,2,UPDATE ovc_care_health SET facility_id=8707 WHERE facility_id=15725;
1808,20299,2,UPDATE ovc_care_health SET facility_id=1808 WHERE facility_id=20299;
6568,17570,2,UPDATE ovc_care_health SET facility_id=6568 WHERE facility_id=17570;
404,9557,3,UPDATE ovc_care_health SET facility_id=404 WHERE facility_id=9557;
404,18067,3,UPDATE ovc_care_health SET facility_id=404 WHERE facility_id=18067;
1864,17297,2,UPDATE ovc_care_health SET facility_id=1864 WHERE facility_id=17297;
1654,9399,3,UPDATE ovc_care_health SET facility_id=1654 WHERE facility_id=9399;
1654,17582,3,UPDATE ovc_care_health SET facility_id=1654 WHERE facility_id=17582;
6399,13574,3,UPDATE ovc_care_health SET facility_id=6399 WHERE facility_id=13574;
6399,19033,3,UPDATE ovc_care_health SET facility_id=6399 WHERE facility_id=19033;
3665,3785,3,UPDATE ovc_care_health SET facility_id=3665 WHERE facility_id=3785;
3665,21686,3,UPDATE ovc_care_health SET facility_id=3665 WHERE facility_id=21686;
4340,23317,2,UPDATE ovc_care_health SET facility_id=4340 WHERE facility_id=23317;
4234,15938,2,UPDATE ovc_care_health SET facility_id=4234 WHERE facility_id=15938;
2585,10637,3,UPDATE ovc_care_health SET facility_id=2585 WHERE facility_id=10637;
2585,19700,3,UPDATE ovc_care_health SET facility_id=2585 WHERE facility_id=19700;
5591,10289,3,UPDATE ovc_care_health SET facility_id=5591 WHERE facility_id=10289;
5591,23090,3,UPDATE ovc_care_health SET facility_id=5591 WHERE facility_id=23090;
6055,9320,3,UPDATE ovc_care_health SET facility_id=6055 WHERE facility_id=9320;
6055,17386,3,UPDATE ovc_care_health SET facility_id=6055 WHERE facility_id=17386;
5317,17860,2,UPDATE ovc_care_health SET facility_id=5317 WHERE facility_id=17860;
8713,16588,2,UPDATE ovc_care_health SET facility_id=8713 WHERE facility_id=16588;
8062,10280,3,UPDATE ovc_care_health SET facility_id=8062 WHERE facility_id=10280;
8062,23099,3,UPDATE ovc_care_health SET facility_id=8062 WHERE facility_id=23099;
1934,12724,3,UPDATE ovc_care_health SET facility_id=1934 WHERE facility_id=12724;
1934,22021,3,UPDATE ovc_care_health SET facility_id=1934 WHERE facility_id=22021;
1741,13480,3,UPDATE ovc_care_health SET facility_id=1741 WHERE facility_id=13480;
1741,22997,3,UPDATE ovc_care_health SET facility_id=1741 WHERE facility_id=22997;
13036,22721,2,UPDATE ovc_care_health SET facility_id=13036 WHERE facility_id=22721;
4109,20181,2,UPDATE ovc_care_health SET facility_id=4109 WHERE facility_id=20181;
2631,10340,3,UPDATE ovc_care_health SET facility_id=2631 WHERE facility_id=10340;
2631,23486,3,UPDATE ovc_care_health SET facility_id=2631 WHERE facility_id=23486;
7095,19637,2,UPDATE ovc_care_health SET facility_id=7095 WHERE facility_id=19637;
7303,16653,2,UPDATE ovc_care_health SET facility_id=7303 WHERE facility_id=16653;
5374,13806,3,UPDATE ovc_care_health SET facility_id=5374 WHERE facility_id=13806;
5374,18889,3,UPDATE ovc_care_health SET facility_id=5374 WHERE facility_id=18889;
3541,17913,2,UPDATE ovc_care_health SET facility_id=3541 WHERE facility_id=17913;
3468,19768,2,UPDATE ovc_care_health SET facility_id=3468 WHERE facility_id=19768;
5270,16209,2,UPDATE ovc_care_health SET facility_id=5270 WHERE facility_id=16209;
5649,20073,2,UPDATE ovc_care_health SET facility_id=5649 WHERE facility_id=20073;
8967,21690,2,UPDATE ovc_care_health SET facility_id=8967 WHERE facility_id=21690;
4634,9018,3,UPDATE ovc_care_health SET facility_id=4634 WHERE facility_id=9018;
4634,15580,3,UPDATE ovc_care_health SET facility_id=4634 WHERE facility_id=15580;
7338,10450,3,UPDATE ovc_care_health SET facility_id=7338 WHERE facility_id=10450;
7338,19208,3,UPDATE ovc_care_health SET facility_id=7338 WHERE facility_id=19208;
4872,23975,2,UPDATE ovc_care_health SET facility_id=4872 WHERE facility_id=23975;
2801,23144,2,UPDATE ovc_care_health SET facility_id=2801 WHERE facility_id=23144;
5190,20165,2,UPDATE ovc_care_health SET facility_id=5190 WHERE facility_id=20165;
12819,22578,2,UPDATE ovc_care_health SET facility_id=12819 WHERE facility_id=22578;
3189,10543,3,UPDATE ovc_care_health SET facility_id=3189 WHERE facility_id=10543;
3189,19530,3,UPDATE ovc_care_health SET facility_id=3189 WHERE facility_id=19530;
4990,13763,3,UPDATE ovc_care_health SET facility_id=4990 WHERE facility_id=13763;
4990,18941,3,UPDATE ovc_care_health SET facility_id=4990 WHERE facility_id=18941;
1936,12679,3,UPDATE ovc_care_health SET facility_id=1936 WHERE facility_id=12679;
1936,21934,3,UPDATE ovc_care_health SET facility_id=1936 WHERE facility_id=21934;
2441,14861,2,UPDATE ovc_care_health SET facility_id=2441 WHERE facility_id=14861;
5715,24249,2,UPDATE ovc_care_health SET facility_id=5715 WHERE facility_id=24249;
6229,23468,2,UPDATE ovc_care_health SET facility_id=6229 WHERE facility_id=23468;
645,12404,3,UPDATE ovc_care_health SET facility_id=645 WHERE facility_id=12404;
645,21709,3,UPDATE ovc_care_health SET facility_id=645 WHERE facility_id=21709;
8863,10702,3,UPDATE ovc_care_health SET facility_id=8863 WHERE facility_id=10702;
8863,19841,3,UPDATE ovc_care_health SET facility_id=8863 WHERE facility_id=19841;
6122,9499,3,UPDATE ovc_care_health SET facility_id=6122 WHERE facility_id=9499;
6122,17886,3,UPDATE ovc_care_health SET facility_id=6122 WHERE facility_id=17886;
1325,15145,2,UPDATE ovc_care_health SET facility_id=1325 WHERE facility_id=15145;
969,10223,3,UPDATE ovc_care_health SET facility_id=969 WHERE facility_id=10223;
969,23210,3,UPDATE ovc_care_health SET facility_id=969 WHERE facility_id=23210;
2564,18756,2,UPDATE ovc_care_health SET facility_id=2564 WHERE facility_id=18756;
8457,11414,3,UPDATE ovc_care_health SET facility_id=8457 WHERE facility_id=11414;
8457,20939,3,UPDATE ovc_care_health SET facility_id=8457 WHERE facility_id=20939;
3132,23185,2,UPDATE ovc_care_health SET facility_id=3132 WHERE facility_id=23185;
7625,23174,2,UPDATE ovc_care_health SET facility_id=7625 WHERE facility_id=23174;
2056,15487,2,UPDATE ovc_care_health SET facility_id=2056 WHERE facility_id=15487;
538,15770,2,UPDATE ovc_care_health SET facility_id=538 WHERE facility_id=15770;
1060,15651,2,UPDATE ovc_care_health SET facility_id=1060 WHERE facility_id=15651;
4404,11381,3,UPDATE ovc_care_health SET facility_id=4404 WHERE facility_id=11381;
4404,20894,3,UPDATE ovc_care_health SET facility_id=4404 WHERE facility_id=20894;
3062,9288,3,UPDATE ovc_care_health SET facility_id=3062 WHERE facility_id=9288;
3062,17234,3,UPDATE ovc_care_health SET facility_id=3062 WHERE facility_id=17234;
7070,21225,2,UPDATE ovc_care_health SET facility_id=7070 WHERE facility_id=21225;
3388,11458,3,UPDATE ovc_care_health SET facility_id=3388 WHERE facility_id=11458;
3388,20971,3,UPDATE ovc_care_health SET facility_id=3388 WHERE facility_id=20971;
4380,11112,3,UPDATE ovc_care_health SET facility_id=4380 WHERE facility_id=11112;
4380,20586,3,UPDATE ovc_care_health SET facility_id=4380 WHERE facility_id=20586;
6166,13730,3,UPDATE ovc_care_health SET facility_id=6166 WHERE facility_id=13730;
6166,18962,3,UPDATE ovc_care_health SET facility_id=6166 WHERE facility_id=18962;
3708,3804,4,UPDATE ovc_care_health SET facility_id=3708 WHERE facility_id=3804;
3708,11697,4,UPDATE ovc_care_health SET facility_id=3708 WHERE facility_id=11697;
3708,21194,4,UPDATE ovc_care_health SET facility_id=3708 WHERE facility_id=21194;
5031,24197,2,UPDATE ovc_care_health SET facility_id=5031 WHERE facility_id=24197;
1726,13518,3,UPDATE ovc_care_health SET facility_id=1726 WHERE facility_id=13518;
1726,23036,3,UPDATE ovc_care_health SET facility_id=1726 WHERE facility_id=23036;
1712,13514,3,UPDATE ovc_care_health SET facility_id=1712 WHERE facility_id=13514;
1712,23031,3,UPDATE ovc_care_health SET facility_id=1712 WHERE facility_id=23031;
5763,15697,2,UPDATE ovc_care_health SET facility_id=5763 WHERE facility_id=15697;
4178,22469,2,UPDATE ovc_care_health SET facility_id=4178 WHERE facility_id=22469;
8047,9711,3,UPDATE ovc_care_health SET facility_id=8047 WHERE facility_id=9711;
8047,18534,3,UPDATE ovc_care_health SET facility_id=8047 WHERE facility_id=18534;
2496,23408,2,UPDATE ovc_care_health SET facility_id=2496 WHERE facility_id=23408;
3330,23345,2,UPDATE ovc_care_health SET facility_id=3330 WHERE facility_id=23345;
6284,24006,2,UPDATE ovc_care_health SET facility_id=6284 WHERE facility_id=24006;
12106,22061,2,UPDATE ovc_care_health SET facility_id=12106 WHERE facility_id=22061;
4763,9314,3,UPDATE ovc_care_health SET facility_id=4763 WHERE facility_id=9314;
4763,17381,3,UPDATE ovc_care_health SET facility_id=4763 WHERE facility_id=17381;
8996,15527,2,UPDATE ovc_care_health SET facility_id=8996 WHERE facility_id=15527;
1414,17407,2,UPDATE ovc_care_health SET facility_id=1414 WHERE facility_id=17407;
137,20337,2,UPDATE ovc_care_health SET facility_id=137 WHERE facility_id=20337;
3344,9905,3,UPDATE ovc_care_health SET facility_id=3344 WHERE facility_id=9905;
3344,18839,3,UPDATE ovc_care_health SET facility_id=3344 WHERE facility_id=18839;
4127,11211,3,UPDATE ovc_care_health SET facility_id=4127 WHERE facility_id=11211;
4127,20691,3,UPDATE ovc_care_health SET facility_id=4127 WHERE facility_id=20691;
1907,19268,2,UPDATE ovc_care_health SET facility_id=1907 WHERE facility_id=19268;
1986,11890,3,UPDATE ovc_care_health SET facility_id=1986 WHERE facility_id=11890;
1986,21351,3,UPDATE ovc_care_health SET facility_id=1986 WHERE facility_id=21351;
2754,13680,3,UPDATE ovc_care_health SET facility_id=2754 WHERE facility_id=13680;
2754,19149,3,UPDATE ovc_care_health SET facility_id=2754 WHERE facility_id=19149;
2091,16018,2,UPDATE ovc_care_health SET facility_id=2091 WHERE facility_id=16018;
6679,19774,2,UPDATE ovc_care_health SET facility_id=6679 WHERE facility_id=19774;
3090,9653,3,UPDATE ovc_care_health SET facility_id=3090 WHERE facility_id=9653;
3090,18459,3,UPDATE ovc_care_health SET facility_id=3090 WHERE facility_id=18459;
4562,10308,3,UPDATE ovc_care_health SET facility_id=4562 WHERE facility_id=10308;
4562,23067,3,UPDATE ovc_care_health SET facility_id=4562 WHERE facility_id=23067;
8830,10225,3,UPDATE ovc_care_health SET facility_id=8830 WHERE facility_id=10225;
8830,23207,3,UPDATE ovc_care_health SET facility_id=8830 WHERE facility_id=23207;
5717,15038,2,UPDATE ovc_care_health SET facility_id=5717 WHERE facility_id=15038;
1765,12834,3,UPDATE ovc_care_health SET facility_id=1765 WHERE facility_id=12834;
1765,22586,3,UPDATE ovc_care_health SET facility_id=1765 WHERE facility_id=22586;
6989,13188,3,UPDATE ovc_care_health SET facility_id=6989 WHERE facility_id=13188;
6989,22602,3,UPDATE ovc_care_health SET facility_id=6989 WHERE facility_id=22602;
5303,9424,3,UPDATE ovc_care_health SET facility_id=5303 WHERE facility_id=9424;
5303,17606,3,UPDATE ovc_care_health SET facility_id=5303 WHERE facility_id=17606;
7528,10067,3,UPDATE ovc_care_health SET facility_id=7528 WHERE facility_id=10067;
7528,23779,3,UPDATE ovc_care_health SET facility_id=7528 WHERE facility_id=23779;
4854,24007,2,UPDATE ovc_care_health SET facility_id=4854 WHERE facility_id=24007;
6765,11599,3,UPDATE ovc_care_health SET facility_id=6765 WHERE facility_id=11599;
6765,21091,3,UPDATE ovc_care_health SET facility_id=6765 WHERE facility_id=21091;
2058,15609,2,UPDATE ovc_care_health SET facility_id=2058 WHERE facility_id=15609;
7404,10444,3,UPDATE ovc_care_health SET facility_id=7404 WHERE facility_id=10444;
7404,19176,3,UPDATE ovc_care_health SET facility_id=7404 WHERE facility_id=19176;
8188,15379,2,UPDATE ovc_care_health SET facility_id=8188 WHERE facility_id=15379;
7119,12905,3,UPDATE ovc_care_health SET facility_id=7119 WHERE facility_id=12905;
7119,21825,3,UPDATE ovc_care_health SET facility_id=7119 WHERE facility_id=21825;
1619,16003,2,UPDATE ovc_care_health SET facility_id=1619 WHERE facility_id=16003;
4228,15916,2,UPDATE ovc_care_health SET facility_id=4228 WHERE facility_id=15916;
92,16179,2,UPDATE ovc_care_health SET facility_id=92 WHERE facility_id=16179;
8260,15372,2,UPDATE ovc_care_health SET facility_id=8260 WHERE facility_id=15372;
3636,3744,2,UPDATE ovc_care_health SET facility_id=3636 WHERE facility_id=3744;
5118,24230,2,UPDATE ovc_care_health SET facility_id=5118 WHERE facility_id=24230;
5246,24254,2,UPDATE ovc_care_health SET facility_id=5246 WHERE facility_id=24254;
4335,13691,3,UPDATE ovc_care_health SET facility_id=4335 WHERE facility_id=13691;
4335,19162,3,UPDATE ovc_care_health SET facility_id=4335 WHERE facility_id=19162;
8064,10144,3,UPDATE ovc_care_health SET facility_id=8064 WHERE facility_id=10144;
8064,23388,3,UPDATE ovc_care_health SET facility_id=8064 WHERE facility_id=23388;
5701,12956,3,UPDATE ovc_care_health SET facility_id=5701 WHERE facility_id=12956;
5701,22306,3,UPDATE ovc_care_health SET facility_id=5701 WHERE facility_id=22306;
1483,19517,2,UPDATE ovc_care_health SET facility_id=1483 WHERE facility_id=19517;
4151,11723,3,UPDATE ovc_care_health SET facility_id=4151 WHERE facility_id=11723;
4151,21229,3,UPDATE ovc_care_health SET facility_id=4151 WHERE facility_id=21229;
1381,16880,2,UPDATE ovc_care_health SET facility_id=1381 WHERE facility_id=16880;
4802,9723,3,UPDATE ovc_care_health SET facility_id=4802 WHERE facility_id=9723;
4802,18546,3,UPDATE ovc_care_health SET facility_id=4802 WHERE facility_id=18546;
8041,16494,2,UPDATE ovc_care_health SET facility_id=8041 WHERE facility_id=16494;
949,18338,2,UPDATE ovc_care_health SET facility_id=949 WHERE facility_id=18338;
7431,15422,2,UPDATE ovc_care_health SET facility_id=7431 WHERE facility_id=15422;
4934,10612,3,UPDATE ovc_care_health SET facility_id=4934 WHERE facility_id=10612;
4934,19664,3,UPDATE ovc_care_health SET facility_id=4934 WHERE facility_id=19664;
7957,16693,2,UPDATE ovc_care_health SET facility_id=7957 WHERE facility_id=16693;
11713,21213,2,UPDATE ovc_care_health SET facility_id=11713 WHERE facility_id=21213;
1617,15968,2,UPDATE ovc_care_health SET facility_id=1617 WHERE facility_id=15968;
1682,9891,3,UPDATE ovc_care_health SET facility_id=1682 WHERE facility_id=9891;
1682,18683,3,UPDATE ovc_care_health SET facility_id=1682 WHERE facility_id=18683;
684,12479,3,UPDATE ovc_care_health SET facility_id=684 WHERE facility_id=12479;
684,21748,3,UPDATE ovc_care_health SET facility_id=684 WHERE facility_id=21748;
6935,12342,3,UPDATE ovc_care_health SET facility_id=6935 WHERE facility_id=12342;
6935,21663,3,UPDATE ovc_care_health SET facility_id=6935 WHERE facility_id=21663;
8640,12339,3,UPDATE ovc_care_health SET facility_id=8640 WHERE facility_id=12339;
8640,21659,3,UPDATE ovc_care_health SET facility_id=8640 WHERE facility_id=21659;
5603,19281,2,UPDATE ovc_care_health SET facility_id=5603 WHERE facility_id=19281;
2486,17920,2,UPDATE ovc_care_health SET facility_id=2486 WHERE facility_id=17920;
13116,22781,2,UPDATE ovc_care_health SET facility_id=13116 WHERE facility_id=22781;
203,16116,2,UPDATE ovc_care_health SET facility_id=203 WHERE facility_id=16116;
3282,18126,2,UPDATE ovc_care_health SET facility_id=3282 WHERE facility_id=18126;
7778,15011,2,UPDATE ovc_care_health SET facility_id=7778 WHERE facility_id=15011;
5009,22774,2,UPDATE ovc_care_health SET facility_id=5009 WHERE facility_id=22774;
7555,23715,2,UPDATE ovc_care_health SET facility_id=7555 WHERE facility_id=23715;
1431,17678,2,UPDATE ovc_care_health SET facility_id=1431 WHERE facility_id=17678;
6348,11014,3,UPDATE ovc_care_health SET facility_id=6348 WHERE facility_id=11014;
6348,20473,3,UPDATE ovc_care_health SET facility_id=6348 WHERE facility_id=20473;
6711,10038,3,UPDATE ovc_care_health SET facility_id=6711 WHERE facility_id=10038;
6711,23919,3,UPDATE ovc_care_health SET facility_id=6711 WHERE facility_id=23919;
2809,20112,2,UPDATE ovc_care_health SET facility_id=2809 WHERE facility_id=20112;
1255,10430,3,UPDATE ovc_care_health SET facility_id=1255 WHERE facility_id=10430;
1255,19088,3,UPDATE ovc_care_health SET facility_id=1255 WHERE facility_id=19088;
7979,11438,3,UPDATE ovc_care_health SET facility_id=7979 WHERE facility_id=11438;
7979,20955,3,UPDATE ovc_care_health SET facility_id=7979 WHERE facility_id=20955;
515,14845,2,UPDATE ovc_care_health SET facility_id=515 WHERE facility_id=14845;
6756,21172,2,UPDATE ovc_care_health SET facility_id=6756 WHERE facility_id=21172;
552,17757,2,UPDATE ovc_care_health SET facility_id=552 WHERE facility_id=17757;
1225,11201,3,UPDATE ovc_care_health SET facility_id=1225 WHERE facility_id=11201;
1225,20680,3,UPDATE ovc_care_health SET facility_id=1225 WHERE facility_id=20680;
3626,3734,4,UPDATE ovc_care_health SET facility_id=3626 WHERE facility_id=3734;
3626,8992,4,UPDATE ovc_care_health SET facility_id=3626 WHERE facility_id=8992;
3626,15523,4,UPDATE ovc_care_health SET facility_id=3626 WHERE facility_id=15523;
5002,22810,2,UPDATE ovc_care_health SET facility_id=5002 WHERE facility_id=22810;
45,9468,3,UPDATE ovc_care_health SET facility_id=45 WHERE facility_id=9468;
45,17649,3,UPDATE ovc_care_health SET facility_id=45 WHERE facility_id=17649;
3694,3820,4,UPDATE ovc_care_health SET facility_id=3694 WHERE facility_id=3820;
3694,12515,4,UPDATE ovc_care_health SET facility_id=3694 WHERE facility_id=12515;
3694,21772,4,UPDATE ovc_care_health SET facility_id=3694 WHERE facility_id=21772;
6278,23699,2,UPDATE ovc_care_health SET facility_id=6278 WHERE facility_id=23699;
225,18375,2,UPDATE ovc_care_health SET facility_id=225 WHERE facility_id=18375;
6419,10956,3,UPDATE ovc_care_health SET facility_id=6419 WHERE facility_id=10956;
6419,20412,3,UPDATE ovc_care_health SET facility_id=6419 WHERE facility_id=20412;
12301,22200,2,UPDATE ovc_care_health SET facility_id=12301 WHERE facility_id=22200;
6142,18280,2,UPDATE ovc_care_health SET facility_id=6142 WHERE facility_id=18280;
8721,9642,3,UPDATE ovc_care_health SET facility_id=8721 WHERE facility_id=9642;
8721,18450,3,UPDATE ovc_care_health SET facility_id=8721 WHERE facility_id=18450;
1549,19414,2,UPDATE ovc_care_health SET facility_id=1549 WHERE facility_id=19414;
5301,9409,3,UPDATE ovc_care_health SET facility_id=5301 WHERE facility_id=9409;
5301,17590,3,UPDATE ovc_care_health SET facility_id=5301 WHERE facility_id=17590;
7287,16121,2,UPDATE ovc_care_health SET facility_id=7287 WHERE facility_id=16121;
719,19354,2,UPDATE ovc_care_health SET facility_id=719 WHERE facility_id=19354;
2009,11451,3,UPDATE ovc_care_health SET facility_id=2009 WHERE facility_id=11451;
2009,20964,3,UPDATE ovc_care_health SET facility_id=2009 WHERE facility_id=20964;
1235,10668,3,UPDATE ovc_care_health SET facility_id=1235 WHERE facility_id=10668;
1235,19733,3,UPDATE ovc_care_health SET facility_id=1235 WHERE facility_id=19733;
4231,15921,2,UPDATE ovc_care_health SET facility_id=4231 WHERE facility_id=15921;
237,11959,3,UPDATE ovc_care_health SET facility_id=237 WHERE facility_id=11959;
237,21395,3,UPDATE ovc_care_health SET facility_id=237 WHERE facility_id=21395;
665,13180,3,UPDATE ovc_care_health SET facility_id=665 WHERE facility_id=13180;
665,22594,3,UPDATE ovc_care_health SET facility_id=665 WHERE facility_id=22594;
5431,18742,2,UPDATE ovc_care_health SET facility_id=5431 WHERE facility_id=18742;
12512,22348,2,UPDATE ovc_care_health SET facility_id=12512 WHERE facility_id=22348;
4921,18739,2,UPDATE ovc_care_health SET facility_id=4921 WHERE facility_id=18739;
2958,10766,3,UPDATE ovc_care_health SET facility_id=2958 WHERE facility_id=10766;
2958,20007,3,UPDATE ovc_care_health SET facility_id=2958 WHERE facility_id=20007;
7068,21235,2,UPDATE ovc_care_health SET facility_id=7068 WHERE facility_id=21235;
4412,24080,2,UPDATE ovc_care_health SET facility_id=4412 WHERE facility_id=24080;
2197,18011,2,UPDATE ovc_care_health SET facility_id=2197 WHERE facility_id=18011;
5102,18024,2,UPDATE ovc_care_health SET facility_id=5102 WHERE facility_id=18024;
6641,21749,2,UPDATE ovc_care_health SET facility_id=6641 WHERE facility_id=21749;
7402,12677,3,UPDATE ovc_care_health SET facility_id=7402 WHERE facility_id=12677;
7402,22463,3,UPDATE ovc_care_health SET facility_id=7402 WHERE facility_id=22463;
3175,19859,2,UPDATE ovc_care_health SET facility_id=3175 WHERE facility_id=19859;
5140,10242,3,UPDATE ovc_care_health SET facility_id=5140 WHERE facility_id=10242;
5140,23135,3,UPDATE ovc_care_health SET facility_id=5140 WHERE facility_id=23135;
484,11533,3,UPDATE ovc_care_health SET facility_id=484 WHERE facility_id=11533;
484,21049,3,UPDATE ovc_care_health SET facility_id=484 WHERE facility_id=21049;
8379,14874,2,UPDATE ovc_care_health SET facility_id=8379 WHERE facility_id=14874;
12539,22362,2,UPDATE ovc_care_health SET facility_id=12539 WHERE facility_id=22362;
5417,11061,3,UPDATE ovc_care_health SET facility_id=5417 WHERE facility_id=11061;
5417,20531,3,UPDATE ovc_care_health SET facility_id=5417 WHERE facility_id=20531;
4761,9312,2,UPDATE ovc_care_health SET facility_id=4761 WHERE facility_id=9312;
1731,13505,3,UPDATE ovc_care_health SET facility_id=1731 WHERE facility_id=13505;
1731,23022,3,UPDATE ovc_care_health SET facility_id=1731 WHERE facility_id=23022;
2312,20357,2,UPDATE ovc_care_health SET facility_id=2312 WHERE facility_id=20357;
5782,16106,2,UPDATE ovc_care_health SET facility_id=5782 WHERE facility_id=16106;
6889,11701,3,UPDATE ovc_care_health SET facility_id=6889 WHERE facility_id=11701;
6889,21199,3,UPDATE ovc_care_health SET facility_id=6889 WHERE facility_id=21199;
1522,12287,3,UPDATE ovc_care_health SET facility_id=1522 WHERE facility_id=12287;
1522,22189,3,UPDATE ovc_care_health SET facility_id=1522 WHERE facility_id=22189;
2191,17862,2,UPDATE ovc_care_health SET facility_id=2191 WHERE facility_id=17862;
11871,21889,2,UPDATE ovc_care_health SET facility_id=11871 WHERE facility_id=21889;
7786,15373,2,UPDATE ovc_care_health SET facility_id=7786 WHERE facility_id=15373;
6479,15188,2,UPDATE ovc_care_health SET facility_id=6479 WHERE facility_id=15188;
4682,17021,2,UPDATE ovc_care_health SET facility_id=4682 WHERE facility_id=17021;
8674,13040,3,UPDATE ovc_care_health SET facility_id=8674 WHERE facility_id=13040;
8674,22430,3,UPDATE ovc_care_health SET facility_id=8674 WHERE facility_id=22430;
7366,19685,2,UPDATE ovc_care_health SET facility_id=7366 WHERE facility_id=19685;
6244,23450,2,UPDATE ovc_care_health SET facility_id=6244 WHERE facility_id=23450;
4577,10647,3,UPDATE ovc_care_health SET facility_id=4577 WHERE facility_id=10647;
4577,19709,3,UPDATE ovc_care_health SET facility_id=4577 WHERE facility_id=19709;
8509,10687,3,UPDATE ovc_care_health SET facility_id=8509 WHERE facility_id=10687;
8509,20544,3,UPDATE ovc_care_health SET facility_id=8509 WHERE facility_id=20544;
5636,10840,3,UPDATE ovc_care_health SET facility_id=5636 WHERE facility_id=10840;
5636,20221,3,UPDATE ovc_care_health SET facility_id=5636 WHERE facility_id=20221;
217,17470,2,UPDATE ovc_care_health SET facility_id=217 WHERE facility_id=17470;
6327,10852,3,UPDATE ovc_care_health SET facility_id=6327 WHERE facility_id=10852;
6327,20232,3,UPDATE ovc_care_health SET facility_id=6327 WHERE facility_id=20232;
2263,23167,2,UPDATE ovc_care_health SET facility_id=2263 WHERE facility_id=23167;
